,index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
7540,13374,"[30, 35[",Private,113326,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,50,United-States, <=50K
7541,13377,"[40, 45[",Private,259757,Bachelors,13,Divorced,Prof-specialty, Unmarried,*,Male,0,653,50,United-States, >50K
7542,13379,"[25, 30[",Private,171818,Bachelors,13,Never-married,Exec-managerial, Own-child,*,Female,0,0,40,United-States, <=50K
7543,13380,"[40, 45[",Private,51151,Assoc-voc,11,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7544,13381,"[30, 35[",Self-emp-not-inc,188957,Bachelors,13,Never-married,Sales, Not-in-family,*,Female,0,0,40,United-States, <=50K
7545,13382,"[30, 35[",Private,97933,Some-college,10,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
7546,13383,"[30, 35[",Self-emp-inc,195447,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,45,United-States, <=50K
7547,13384,"[60, 65[",?,46907,Bachelors,13,Married-civ-spouse,?, Husband,*,Male,0,0,8,United-States, >50K
7548,13385,"[50, 55[",Self-emp-inc,383365,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,70,United-States, >50K
7549,13386,"[30, 35[",Self-emp-not-inc,203408,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,44,United-States, <=50K
7550,13387,"[25, 30[",Local-gov,148182,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, <=50K
7551,13388,"[25, 30[",Local-gov,211497,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, <=50K
7552,13389,"[35, 40[",Self-emp-not-inc,48063,Some-college,10,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,60,United-States, <=50K
7553,13390,"[55, 60[",Private,211804,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,3103,0,50,United-States, >50K
7554,13391,"[50, 55[",Private,185407,Some-college,10,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,40,United-States, <=50K
7555,13393,"[20, 25[",Federal-gov,314525,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,40,United-States, <=50K
7556,13394,"[25, 30[",Self-emp-not-inc,208577,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,45,United-States, >50K
7557,13396,"[30, 35[",Private,209538,10th,6,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7558,13397,"[45, 50[",Local-gov,177114,Masters,14,Divorced,Prof-specialty, Not-in-family,*,Female,0,0,60,United-States, <=50K
7559,13398,"[50, 55[",Private,173754,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7560,13399,"[45, 50[",Local-gov,121370,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,30,United-States, <=50K
7561,13401,"[25, 30[",Private,67240,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7562,13403,"[20, 25[",Private,141003,Some-college,10,Never-married,Exec-managerial, Own-child,*,Male,0,0,25,United-States, <=50K
7563,13404,"[20, 25[",Self-emp-inc,60668,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
7564,13405,"[25, 30[",Private,104256,HS-grad,9,Divorced,Sales, Not-in-family,*,Female,0,0,34,United-States, <=50K
7565,13406,"[45, 50[",Private,131002,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
7566,13407,"[30, 35[",Self-emp-not-inc,155151,Some-college,10,Married-civ-spouse,Sales, Husband,*,Male,0,1740,50,United-States, <=50K
7567,13409,"[20, 25[",Private,39615,Some-college,10,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
7568,13412,"[35, 40[",Private,112264,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,50,United-States, <=50K
7569,13415,"[35, 40[",Private,291665,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,4508,0,24,United-States, <=50K
7570,13416,"[25, 30[",Private,224215,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
7571,13419,"[60, 65[",Private,51385,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, >50K
7572,13424,"[35, 40[",Private,226106,Some-college,10,Never-married,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
7573,13427,"[40, 45[",Private,230478,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, >50K
7574,13428,"[25, 30[",Private,231638,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
7575,13429,"[30, 35[",Private,120461,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,40,United-States, <=50K
7576,13431,"[30, 35[",Private,191385,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,48,United-States, <=50K
7577,13433,"[45, 50[",Self-emp-not-inc,160131,Some-college,10,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7578,13434,"[35, 40[",Private,190895,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,7298,0,50,United-States, >50K
7579,13437,"[40, 45[",Private,203542,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7580,13438,"[25, 30[",Private,144592,Bachelors,13,Never-married,Sales, Own-child,*,Male,0,0,40,United-States, <=50K
7581,13440,"[20, 25[",Private,183257,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,20,United-States, <=50K
7582,13441,"[30, 35[",Private,172714,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
7583,13442,"[20, 25[",Private,131611,Some-college,10,Never-married,Adm-clerical, Own-child,*,Male,0,0,48,United-States, <=50K
7584,13444,"[45, 50[",Private,471990,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,46,United-States, >50K
7585,13445,"[40, 45[",Private,138966,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,38,United-States, <=50K
7586,13446,"[35, 40[",Private,385412,Bachelors,13,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
7587,13447,"[15, 20[",?,184101,Some-college,10,Never-married,?, Own-child,*,Male,0,0,25,United-States, <=50K
7588,13448,"[60, 65[",Private,103344,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,15024,0,40,United-States, >50K
7589,13449,"[35, 40[",Local-gov,135786,9th,5,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,25,United-States, <=50K
7590,13450,"[30, 35[",Private,227359,Some-college,10,Never-married,Craft-repair, Unmarried,*,Male,0,0,40,United-States, <=50K
7591,13451,"[40, 45[",State-gov,86912,Doctorate,16,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,50,United-States, >50K
7592,13452,"[20, 25[",Private,83033,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,2176,0,20,United-States, <=50K
7593,13453,"[25, 30[",Private,172581,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,40,United-States, <=50K
7594,13455,"[40, 45[",Private,187795,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,*,Male,99999,0,55,United-States, >50K
7595,13459,"[35, 40[",Private,239755,Some-college,10,Never-married,Sales, Unmarried,*,Male,0,0,50,United-States, <=50K
7596,13460,"[40, 45[",Private,177905,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,45,United-States, >50K
7597,13461,"[15, 20[",Private,200136,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,20,United-States, <=50K
7598,13462,"[55, 60[",Self-emp-not-inc,111625,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,40,United-States, <=50K
7599,13463,"[40, 45[",Self-emp-not-inc,336513,Bachelors,13,Married-civ-spouse,Craft-repair, Husband,*,Male,15024,0,60,United-States, >50K
7600,13465,"[25, 30[",Private,116662,Bachelors,13,Never-married,Handlers-cleaners, Not-in-family,*,Male,0,0,40,United-States, <=50K
7601,13466,"[40, 45[",Self-emp-not-inc,24763,Doctorate,16,Married-civ-spouse,Prof-specialty, Husband,*,Male,15024,0,40,United-States, >50K
7602,13469,"[40, 45[",Private,212894,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7603,13471,"[20, 25[",Private,189924,Some-college,10,Never-married,Other-service, Not-in-family,*,Female,0,0,50,United-States, <=50K
7604,13473,"[30, 35[",Private,188246,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,40,United-States, <=50K
7605,13475,"[20, 25[",Private,198259,Some-college,10,Never-married,Adm-clerical, Own-child,*,Female,0,0,15,United-States, <=50K
7606,13477,"[30, 35[",Private,168768,Assoc-acdm,12,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,35,United-States, <=50K
7607,13481,"[20, 25[",State-gov,173324,Some-college,10,Never-married,Other-service, Own-child,*,Male,0,0,20,United-States, <=50K
7608,13483,"[55, 60[",Federal-gov,88876,Masters,14,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,60,United-States, >50K
7609,13485,"[30, 35[",Private,215297,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
7610,13486,"[40, 45[",Private,198425,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,45,United-States, <=50K
7611,13487,"[25, 30[",Local-gov,180957,Masters,14,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,50,United-States, <=50K
7612,13489,"[40, 45[",Federal-gov,65950,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,40,United-States, <=50K
7613,13490,"[25, 30[",Private,197618,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,40,United-States, <=50K
7614,13491,"[20, 25[",Private,185357,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,50,United-States, <=50K
7615,13492,"[25, 30[",Private,134890,Bachelors,13,Never-married,Exec-managerial, Own-child,*,Male,0,0,40,United-States, <=50K
7616,13493,"[60, 65[",?,193043,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,40,United-States, <=50K
7617,13500,"[55, 60[",Private,159048,HS-grad,9,Divorced,Other-service, Not-in-family,*,Female,0,0,40,United-States, <=50K
7618,13501,"[45, 50[",Private,423222,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,7688,0,40,United-States, >50K
7619,13502,"[30, 35[",Private,89735,Assoc-voc,11,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7620,13503,"[25, 30[",Private,31778,Bachelors,13,Never-married,Handlers-cleaners, Own-child,*,Male,0,0,40,United-States, <=50K
7621,13507,"[30, 35[",Private,236543,HS-grad,9,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
7622,13509,"[40, 45[",Private,303510,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
7623,13510,"[55, 60[",Private,171242,Some-college,10,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7624,13512,"[60, 65[",Local-gov,197218,HS-grad,9,Widowed,Other-service, Not-in-family,*,Female,0,0,18,United-States, <=50K
7625,13513,"[20, 25[",State-gov,151991,Some-college,10,Never-married,Tech-support, Own-child,*,Male,0,0,20,United-States, <=50K
7626,13514,"[35, 40[",Private,374524,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7627,13516,"[45, 50[",Local-gov,364563,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,40,United-States, >50K
7628,13517,"[35, 40[",Private,186035,Assoc-acdm,12,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,55,United-States, <=50K
7629,13519,"[45, 50[",Private,151107,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7630,13520,"[20, 25[",Private,500509,HS-grad,9,Never-married,Other-service, Own-child,*,Male,0,0,40,United-States, <=50K
7631,13521,"[45, 50[",Private,138107,Bachelors,13,Divorced,Exec-managerial, Not-in-family,*,Male,0,2258,40,United-States, >50K
7632,13522,"[20, 25[",Federal-gov,225515,Some-college,10,Never-married,Tech-support, Own-child,*,Female,0,0,24,United-States, <=50K
7633,13524,"[40, 45[",Private,169885,HS-grad,9,Separated,Other-service, Not-in-family,*,Female,0,0,40,United-States, <=50K
7634,13525,"[15, 20[",?,112780,Some-college,10,Never-married,?, Own-child,*,Female,0,0,30,United-States, <=50K
7635,13527,"[40, 45[",Private,55213,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,1977,52,United-States, >50K
7636,13528,"[45, 50[",Private,38950,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,15024,0,50,United-States, >50K
7637,13529,"[60, 65[",Self-emp-not-inc,65991,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,*,Male,7298,0,45,United-States, >50K
7638,13531,"[50, 55[",Private,35224,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7639,13533,"[40, 45[",Private,164678,Masters,14,Married-civ-spouse,Prof-specialty, Wife,*,Female,0,0,45,United-States, <=50K
7640,13534,"[50, 55[",?,87263,HS-grad,9,Married-civ-spouse,?, Husband,*,Male,0,0,55,United-States, >50K
7641,13535,"[50, 55[",Private,163671,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,1887,65,United-States, >50K
7642,13537,"[30, 35[",Federal-gov,177945,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,40,United-States, <=50K
7643,13539,"[35, 40[",Self-emp-not-inc,190023,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,60,United-States, <=50K
7644,13543,"[50, 55[",Private,159755,Some-college,10,Married-civ-spouse,Protective-serv, Husband,*,Male,0,0,40,United-States, >50K
7645,13546,"[20, 25[",Private,304710,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,20,United-States, <=50K
7646,13547,"[50, 55[",Local-gov,185846,Masters,14,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,1977,40,United-States, >50K
7647,13549,"[55, 60[",Self-emp-not-inc,315460,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,36,United-States, <=50K
7648,13552,"[15, 20[",?,117444,HS-grad,9,Never-married,?, Own-child,*,Male,0,0,30,United-States, <=50K
7649,13553,"[35, 40[",Private,202683,HS-grad,9,Never-married,Adm-clerical, Not-in-family,*,Male,0,0,40,United-States, <=50K
7650,13554,"[35, 40[",Private,164866,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,*,Male,0,0,42,United-States, >50K
7651,13555,"[40, 45[",Private,191814,Assoc-acdm,12,Married-civ-spouse,Sales, Husband,*,Male,7688,0,50,United-States, >50K
7652,13558,"[35, 40[",Private,191103,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,99,United-States, >50K
7653,13559,"[25, 30[",Private,193701,Bachelors,13,Never-married,Other-service, Not-in-family,*,Female,0,0,38,United-States, <=50K
7654,13560,"[40, 45[",Private,143046,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Female,0,0,45,United-States, <=50K
7655,13561,"[30, 35[",Private,206297,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,48,United-States, >50K
7656,13562,"[35, 40[",Self-emp-not-inc,188563,HS-grad,9,Divorced,Farming-fishing, Own-child,*,Male,0,0,50,United-States, <=50K
7657,13563,"[50, 55[",Private,35102,Some-college,10,Divorced,Adm-clerical, Not-in-family,*,Female,0,0,34,United-States, <=50K
7658,13564,"[20, 25[",Private,203055,Some-college,10,Never-married,Machine-op-inspct, Unmarried,*,Male,0,0,40,United-States, <=50K
7659,13565,"[40, 45[",Private,309932,Bachelors,13,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, <=50K
7660,13566,"[40, 45[",Self-emp-not-inc,243432,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,60,United-States, <=50K
7661,13568,"[60, 65[",Self-emp-not-inc,113929,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,35,United-States, <=50K
7662,13570,"[40, 45[",Private,222011,Masters,14,Never-married,Prof-specialty, Not-in-family,*,Female,3325,0,40,United-States, <=50K
7663,13571,"[30, 35[",Private,186824,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,0,0,70,United-States, <=50K
7664,13572,"[45, 50[",Private,192768,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,*,Female,0,0,40,United-States, <=50K
7665,13574,"[30, 35[",Private,83253,Some-college,10,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,60,United-States, <=50K
7666,13575,"[25, 30[",Private,248990,Some-college,10,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
7667,13576,"[25, 30[",Private,346159,HS-grad,9,Never-married,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7668,13578,"[20, 25[",Private,60552,Some-college,10,Never-married,Sales, Own-child,*,Female,0,0,40,United-States, <=50K
7669,13580,"[35, 40[",Self-emp-not-inc,112158,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,99,United-States, <=50K
7670,13582,"[25, 30[",Private,98155,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,*,Male,0,0,40,United-States, <=50K
7671,13583,"[30, 35[",Self-emp-inc,79586,Bachelors,13,Never-married,Prof-specialty, Not-in-family,*,Male,0,0,60,United-States, <=50K
7672,13584,"[25, 30[",State-gov,143062,HS-grad,9,Never-married,Adm-clerical, Own-child,*,Female,0,0,40,United-States, <=50K
7673,13586,"[15, 20[",?,284450,11th,7,Never-married,?, Own-child,*,Male,0,0,25,United-States, <=50K
7674,13591,"[35, 40[",Private,181943,Bachelors,13,Never-married,Adm-clerical, Not-in-family,*,Female,0,0,35,United-States, <=50K
7675,13592,"[20, 25[",Private,163595,Some-college,10,Never-married,Other-service, Own-child,*,Male,0,0,35,United-States, <=50K
7676,13593,"[25, 30[",Private,130856,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,*,Male,0,0,40,United-States, >50K
7677,13596,"[45, 50[",Private,116641,HS-grad,9,Divorced,Adm-clerical, Unmarried,*,Female,0,0,45,United-States, <=50K
7678,13597,"[40, 45[",Private,69333,Bachelors,13,Married-civ-spouse,Farming-fishing, Husband,*,Male,0,0,40,United-States, <=50K
7679,13598,"[35, 40[",Private,320811,Some-college,10,Married-civ-spouse,Craft-repair, Husband,*,Male,0,0,40,United-States, >50K
7680,13599,"[30, 35[",Private,197886,Bachelors,13,Married-civ-spouse,Sales, Husband,*,Male,0,0,60,United-States, >50K
7681,13604,"[35, 40[",Private,192614,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,56,United-States, <=50K
7682,13606,"[15, 20[",Private,169652,11th,7,Never-married,Other-service, Own-child,*,Female,0,0,12,United-States, <=50K
7683,13607,"[20, 25[",Private,217467,Some-college,10,Never-married,Craft-repair, Own-child,*,Male,0,0,40,United-States, <=50K
7684,13610,"[40, 45[",Self-emp-not-inc,179533,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,*,Male,0,0,75,United-States, >50K
7685,13611,"[25, 30[",Private,149624,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,*,Male,0,0,30,United-States, <=50K
7686,13612,"[25, 30[",Private,289147,HS-grad,9,Never-married,Machine-op-inspct, Own-child,*,Female,0,0,40,United-States, <=50K
7687,13614,"[20, 25[",Private,406978,Bachelors,13,Never-married,Exec-managerial, Other-relative,*,Female,0,0,40,United-States, <=50K
7688,13616,"[35, 40[",Self-emp-inc,163998,Assoc-acdm,12,Married-civ-spouse,Sales, Husband,*,Male,0,0,50,United-States, >50K
7689,13619,"[20, 25[",State-gov,48121,Some-college,10,Never-married,Exec-managerial, Own-child,*,Male,0,1602,10,United-States, <=50K
7690,13620,"[45, 50[",Private,186256,HS-grad,9,Divorced,Craft-repair, Not-in-family,*,Male,0,0,40,United-States, <=50K
7691,13621,"[30, 35[",Private,104525,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,*,Male,0,0,40,United-States, <=50K
7692,13622,"[25, 30[",Private,104097,Bachelors,13,Married-civ-spouse,Craft-repair, Husband,*,Male,2829,0,60,United-States, <=50K
7693,13623,"[70, 75[",Private,212806,HS-grad,9,Married-civ-spouse,Sales, Husband,*,Male,0,0,36,United-States, <=50K
7694,13624,"[20, 25[",Local-gov,203353,Bachelors,13,Never-married,Prof-specialty, Own-child,*,Female,0,0,45,United-States, <=50K
